id,arch_seq,objective,elapsed_sec
2b5f9ba4-eb66-11eb-b77b-e5b65ebc440b,"[0.3914328379575921, 0.30487750534443103, 0.6261646993670517, 0.35077548274033366, 0.9313044525413149, 0.05477212939826048, 0.14180378470809907, 0.8633013630954604, 0.6794250914840206]",-7.499296188354492,2207.4352440834045
45900f36-eb66-11eb-b77b-e5b65ebc440b,"[0.6069872043375591, 0.3887206063008021, 0.2591416983453081, 0.6313175239081779, 0.7250051959060904, 0.9687043595482252, 0.5829196296576588, 0.9953563125542426, 0.3557497367066418]",-7.83924674987793,2251.48246717453
547608c0-eb66-11eb-b77b-e5b65ebc440b,"[0.17949520149967602, 0.6136350555673643, 0.7170146418575365, 0.26361378048171935, 0.1072583315981297, 0.5778457713498365, 0.23729691513271245, 0.42891860957455163, 0.9038805528175503]",-7.499293804168701,2276.481692314148
5db49bcc-eb66-11eb-b77b-e5b65ebc440b,"[0.2218620626245117, 0.3148077284481975, 0.7420795845202209, 0.6870038110016058, 0.43240817820798805, 0.44099097548971844, 0.34594890889791263, 0.4481058376038791, 0.6350581884787919]",-7.499295234680176,2289.9579949378967
6cd4ae8a-eb66-11eb-b77b-e5b65ebc440b,"[0.4373457427100228, 0.42095141772757827, 0.2828581756244197, 0.8204962352799511, 0.5984283145205522, 0.43147619144052574, 0.3947163245619888, 0.1909410755459373, 0.8887963266719487]",-7.839242458343506,2321.051922082901
7dc7e4d2-eb66-11eb-b77b-e5b65ebc440b,"[0.8693931452573438, 0.5043699331221198, 0.7553868890388744, 0.2953307136016633, 0.4208719210286095, 0.5190196279980909, 0.9026364807824266, 0.2720386716162895, 0.43773700065966215]",-7.499294757843018,2363.2147929668427
7dc7e4d3-eb66-11eb-b77b-e5b65ebc440b,"[0.4031626864507586, 0.6857952814756901, 0.996285842543331, 0.5119010666227769, 0.4802780347473642, 0.8210374929435293, 0.971888717880043, 0.9656193166256971, 0.43238361404951886]",-7.499293327331543,2351.751887321472
83778b94-eb66-11eb-b77b-e5b65ebc440b,"[0.5568000420816752, 0.888638076385747, 0.4315505891469136, 0.5918008323202503, 0.26200277256989324, 0.564432038061712, 0.872844462478569, 0.0753042303400604, 0.9942671008944028]",-7.499291896820068,2355.3604266643524
85b4aaf4-eb66-11eb-b77b-e5b65ebc440b,"[0.9372579916384218, 0.733230310829856, 0.9300125668026862, 0.12531348096722417, 0.37131576522603205, 0.06558350615810882, 0.6415268628358706, 0.8345286435379744, 0.2581711649028047]",-7.839245796203613,2397.5713160037994
9db8a614-eb66-11eb-b77b-e5b65ebc440b,"[0.38139980521420913, 0.3141888481565642, 0.39309633682087086, 0.6241173316479866, 0.3681985590538528, 0.0069030705541109905, 0.22006736901839108, 0.6226914374257253, 0.44753104109220754]",-7.499293804168701,2415.8648059368134
ac9f3fbc-eb66-11eb-b77b-e5b65ebc440b,"[0.0071550479109646625, 0.08535675238038987, 0.24799892752361397, 0.24007121539365495, 0.9668816977861663, 0.5669101397256666, 0.7641845243768026, 0.5677943443454154, 0.15460343041707492]",-7.8392438888549805,2445.0967395305634
